titulo,nota,tipo de nota,diretor,generos
A Sogra,6.209,0 a 10,Robert Luketic,"Romance, Comédia"
Epidemia,6.551,0 a 10,Wolfgang Petersen,"Ação, Drama, Ficção científica, Thriller"
Boo 2! O Halloween de Madea,5.754,0 a 10,Tyler Perry,Comédia
Marinheiro de Encomenda,7.6,0 a 10,Charles Reisner,"Comédia, Romance"
與鴨共舞,3.1,0 a 10,Terry Tong,"Drama, Comédia"
Sete Anos no Tibet,7.167,0 a 10,Jean-Jacques Annaud,"Aventura, Drama, História"
Invasores de Marte,5.51,0 a 10,Tobe Hooper,"Terror, Ficção científica"
A Repossuída,5.141,0 a 10,Bob Logan,"Comédia, Terror"
2010: O Ano em que Faremos Contato,6.646,0 a 10,Peter Hyams,"Thriller, Ficção científica"
Ano Um,4.952,0 a 10,Harold Ramis,"Comédia, Aventura"
O Último Unicórnio,7.112,0 a 10,"Arthur Rankin, Jr.","Fantasia, Animação, Família, Aventura"
La iena,4.1,0 a 10,Joe D'Amato,"Thriller, Romance"
Deu a Louca nos Monstros,6.705,0 a 10,Fred Dekker,"Comédia, Ação, Fantasia"
タイム・アバンチュール 絶頂5秒前,7.1,0 a 10,Yojiro Takita,"Comédia, Ficção científica"
"Guten Tag, Ramón",7.784,0 a 10,Jorge Ramírez Suárez,Drama
A Maldição dos Mortos-Vivos,6.382,0 a 10,Wes Craven,"Terror, Thriller"
A Vida Secreta de Zoe,5.895,0 a 10,Bille Woodruff,"Drama, Thriller"
Lembranças de um Verão,6.748,0 a 10,Scott Hicks,Drama
Temos Vagas 2: A Primeira Diária,5.3,0 a 10,Eric Bross,"Crime, Terror, Thriller"
Blade Runner: Blecaute 2022,7.175,0 a 10,Shinichiro Watanabe,"Ação, Animação, Ficção científica"
MexZombies,7.129,0 a 10,Chava Cartas,"Terror, Ação, Comédia"
Vingança Fatal,6.095,0 a 10,Jared Cohn,"Ação, Crime"
"Jim Henson, o Homem-Ideia",7.9,0 a 10,Ron Howard,Documentário
Operação Napoleão,6.2,0 a 10,Óskar Thór Axelsson,Thriller
Amanhecer Violento,5.702,0 a 10,Dan Bradley,"Ação, Thriller"
Persépolis,7.899,0 a 10,Marjane Satrapi,"Animação, Drama"
Feitiço da Lua,6.843,0 a 10,Norman Jewison,"Comédia, Drama, Romance"
A Arte da Guerra,5.691,0 a 10,Christian Duguay,"Crime, Ação, Aventura"
赤裸羔羊,5.9,0 a 10,Clarence Ford,"Ação, Crime, Thriller"
Possuída 2: Força Incontrolável,6.412,0 a 10,Brett Sullivan,"Drama, Terror"
Barbie e as Sapatilhas Mágicas,6.9,0 a 10,Owen Hurley,"Animação, Família"
Os Outros Caras,6.308,0 a 10,Adam McKay,"Ação, Comédia, Crime"
Cosas Imposibles,8.462,0 a 10,Ernesto Contreras,"Família, Drama"
Kuyang: Sekutu Iblis Yang Selalu Mengintai,5.833,0 a 10,Yongki Ongestu,"Terror, Drama, Thriller"
Hellraiser: O Retorno dos Mortos,4.7,0 a 10,Rick Bota,"Terror, Mistério, Thriller"
O Retorno de Mary Poppins,6.514,0 a 10,Rob Marshall,"Fantasia, Família, Comédia"
Tigrão: O Filme,6.5,0 a 10,Jun Falkenstein,"Animação, Família, Comédia"
Saturday Night,0.0,0 a 10,Jason Reitman,"Comédia, Drama, História"
O Lobisomem,5.864,0 a 10,Joe Johnston,"Terror, Thriller"
Dragon Ball: A Bela Adormecida no Castelo do Diabo,6.6,0 a 10,Daisuke Nishio,"Ação, Animação, Fantasia, Terror"
Memories,7.425,0 a 10,Katsuhiro Otomo,"Fantasia, Animação, Ficção científica"
Argo,7.3,0 a 10,Ben Affleck,"Drama, Thriller"
O Cliente,6.679,0 a 10,Joel Schumacher,"Drama, Thriller, Crime, Mistério"
Barbie em a Pequena Polegar,6.653,0 a 10,Conrad Helten,"Animação, Família"
Ladrão de Diamantes,6.2,0 a 10,Brett Ratner,"Ação, Comédia, Crime, Drama"
Milf,4.489,0 a 10,Scott Wheeler,Comédia
뉴 노멀,7.0,0 a 10,Jung Bum-shik,"Terror, Thriller, Comédia"
Cherry: Inocência Perdida,7.353,0 a 10,Joe Russo,"Drama, Crime"
Frankenstein,7.465,0 a 10,James Whale,"Drama, Terror, Ficção científica"
No Ritmo da Dança,6.91,0 a 10,Randa Haines,"Drama, Música, Romance"
Poseidon,5.851,0 a 10,Wolfgang Petersen,"Aventura, Ação, Drama, Thriller"
Tora! Tora! Tora!,7.2,0 a 10,Richard Fleischer,"Guerra, História, Drama"
O Homem do Coração de Ferro,6.5,0 a 10,Cédric Jimenez,"Guerra, Ação, História, Thriller"
Detonando em Barcelona,6.911,0 a 10,Sammo Hung,"Romance, Ação, Comédia, Crime"
Monster High: Por Que os Monstros se Apaixonam?,8.0,0 a 10,Steve Sacks,"Fantasia, Animação"
El Padrino II: Border Intrusion,6.2,0 a 10,Damian Chapa,Crime
Sra. Harris Vai a Paris,7.304,0 a 10,Anthony Fabian,"Drama, Comédia, História"
Feliz Natal Madagascar,6.458,0 a 10,David Soren,"Família, Animação"
Antes da Meia-Noite,7.5,0 a 10,Richard Linklater,"Romance, Drama"
Papai é do Contra,7.36,0 a 10,David Lean,"Comédia, Drama"
A Muse,7.0,0 a 10,Jung Ji-woo,"Drama, Romance"
London Fields: Romance Fatal,5.097,0 a 10,Mathew Cullen,"Crime, Thriller"
Vencer ou Morrer,6.356,0 a 10,Robert Harmon,"Ação, Drama, Thriller, Romance"
The Thief and the Cobbler,7.1,0 a 10,Richard Williams,"Animação, Família, Fantasia, Romance"
Amando Annabelle,6.5,0 a 10,Katherine Brooks,"Drama, Romance"
O Encouraçado Potemkin,7.619,0 a 10,Sergei Eisenstein,"Drama, História, Guerra"
O Homem que Sabia Demais,7.5,0 a 10,Alfred Hitchcock,"Thriller, Mistério"
As Cores da Violência,6.5,0 a 10,Dennis Hopper,"Ação, Crime, Drama"
Sala Verde,6.725,0 a 10,Jeremy Saulnier,"Terror, Crime, Thriller"
Um Lobo Entre Nós,6.016,0 a 10,Josh Ruben,"Terror, Comédia, Fantasia"
Os Esquecidos,5.946,0 a 10,Joseph Ruben,"Thriller, Drama, Mistério, Ficção científica"
O Matadouro,4.437,0 a 10,Darren Lynn Bousman,"Terror, Thriller"
As Sessões,6.91,0 a 10,Ben Lewin,"Drama, Romance, Comédia"
Cela 211,7.4,0 a 10,Daniel Monzón,"Ação, Thriller, Drama"
O Segredo do Abismo,7.3,0 a 10,James Cameron,"Aventura, Ação, Thriller, Ficção científica"
Pegando Fogo,6.517,0 a 10,John Wells,Drama
Mortdecai: A Arte da Trapaça,5.514,0 a 10,David Koepp,"Comédia, Aventura"
The Pride of the Yankees,7.4,0 a 10,Sam Wood,"Drama, Família"
O Trem do Inferno,6.545,0 a 10,Tom Gries,"Thriller, Faroeste, Mistério"
Para Sempre Minha Garota,7.608,0 a 10,Bethany Ashton Wolf,"Romance, Drama, Música"
Três Vidas e Um Destino,5.9,0 a 10,John Duigan,"Drama, Romance, Guerra"
Skincare,5.711,0 a 10,Austin Peters,"Thriller, Drama"
Uma Comédia Nada Romântica,4.213,0 a 10,Aaron Seltzer,"Comédia, Romance"
O Abraço da Serpente,7.68,0 a 10,Ciro Guerra,"Drama, Aventura"
Aniversário Macabro,5.977,0 a 10,Wes Craven,"Terror, Thriller"
Scooby-Doo! Acampamento Assustador,7.9,0 a 10,Ethan Spaulding,"Animação, Comédia, Família, Mistério"
Albergue Espanhol,7.1,0 a 10,Cédric Klapisch,"Drama, Comédia, Romance"
"Meu Professor, Minha Obsessão",5.1,0 a 10,Damián Romay,"Drama, Thriller, Cinema TV"
Liebes Lager,2.3,0 a 10,Lorenzo Gicca Palli,"Guerra, Drama, Thriller"
Os Sapatinhos Vermelhos,7.969,0 a 10,Michael Powell,"Drama, Romance"
Hurricane: O Furacão,7.4,0 a 10,Norman Jewison,Drama
"Alexandre, O Grande",5.9,0 a 10,Robert Rossen,"Aventura, História, Drama, Guerra"
Na Palma da Mão,7.35,0 a 10,Kim Tae-joon,Thriller
Os Cavaleiros do Apocalipse,5.877,0 a 10,Jonas Åkerlund,"Crime, Drama, Terror, Mistério, Thriller"
Alta Sociedade,6.9,0 a 10,Charles Walters,"Música, Comédia, Romance"
Quadrilha de Sádicos,6.153,0 a 10,Wes Craven,Terror
नवरा माझा नवसाचा 2,0.0,0 a 10,Sachin Pilgaonkar,"Comédia, Família"
愛的精靈,4.0,0 a 10,Jamie Luk Kim-Ming,"Romance, Terror"
Impacto Fulminante,6.548,0 a 10,Clint Eastwood,"Thriller, Crime, Ação"
Férias do Barulho,5.707,0 a 10,George Bowers,Comédia
Um Crime de Mestre,7.276,0 a 10,Gregory Hoblit,Thriller
Laura,7.6,0 a 10,Otto Preminger,"Drama, Mistério"
El salto,6.0,0 a 10,Benito Zambrano,Drama
Sadac dro idga,0.0,0 a 10,Nino Benashvili,Drama
Fishtales: The Christmas Whale,0.0,0 a 10,Evan Tramel,"Animação, Família"
A Volta do Incrível Hulk,6.2,0 a 10,Bill Bixby,"Ação, Drama, Aventura, Cinema TV"
City Hunter: O Caçador de Encrencas,6.53,0 a 10,Wong Jing,"Ação, Aventura, Comédia, Romance"
O Lugar Onde Tudo Termina,6.969,0 a 10,Derek Cianfrance,"Drama, Crime"
Entrega Especial,7.0,0 a 10,Park Dae-min,"Ação, Crime"
O Gato de Nove Caudas,6.7,0 a 10,Dario Argento,"Mistério, Thriller, Terror"
Gokuraku sentô: Kyonyû yumomi,4.0,0 a 10,Yoshikazu Katō,Comédia
50대 묵은지 장모님의 유혹,8.7,0 a 10,김태훈,"Romance, Drama"
Miss Bala,6.381,0 a 10,Catherine Hardwicke,Ação
Festa no Covil,6.683,0 a 10,Manolo Caro,"Comédia, Drama"
Clown,5.766,0 a 10,Jon Watts,"Terror, Thriller"
O Inferno de Dante,6.195,0 a 10,Roger Donaldson,"Ação, Aventura, Drama, Thriller"
Day of the Warrior,4.6,0 a 10,Andy Sidaris,"Ação, Thriller"
Sex,0.0,0 a 10,Dag Johan Haugerud,"Drama, Romance"
A Casa da Colina,5.586,0 a 10,William Malone,Terror
Culpada Por Romance,6.9,0 a 10,Sion Sono,"Thriller, Terror, Mistério"
Beezel,0.0,0 a 10,Aaron Fradkin,"Terror, Thriller"
Scarlett,7.024,0 a 10,John Lyde,Ação
Amor à Segunda Vista,6.355,0 a 10,Marc Lawrence,"Comédia, Romance"
Emalõvi,0.0,0 a 10,Liina Trishkina-Vanhatalo,"Drama, Thriller"
Viking: Bloodlust,6.86,0 a 10,Greg Keith,"Ação, História"
Viswaroopam,6.25,0 a 10,Kamal Haasan,"Ação, Thriller"
Deseo,6.599,0 a 10,Antonio Zavala Kugler,Drama
Dragões: O Presente do Fúria da Noite,7.164,0 a 10,Tom Owens,"Animação, Comédia, Aventura, Família"
Terra dos Faraós,6.3,0 a 10,Howard Hawks,"Drama, História"
Garota Fantástica,6.7,0 a 10,Drew Barrymore,Drama
"Gatos, Fios-dentais e Amassos",6.5,0 a 10,Gurinder Chadha,"Comédia, Drama, Família, Romance"
King Kong 2,5.1,0 a 10,John Guillermin,"Fantasia, Ação, Aventura"
Fim de Caso,6.6,0 a 10,Neil Jordan,"Romance, Drama"
Padmaavat,6.922,0 a 10,Sanjay Leela Bhansali,"Drama, História, Romance"
Entrega Mortal,6.095,0 a 10,Andrew Davis,"Crime, Thriller, Ação"
The Calculator,4.8,0 a 10,Dmitry Grachev,"Thriller, Ficção científica, Ação"
Beethoven 5,5.256,0 a 10,Mark Griffiths,"Família, Comédia"
O Buraco da Agulha,6.631,0 a 10,Richard Marquand,"Drama, Thriller"
"Confesse, Fletch",6.3,0 a 10,Greg Mottola,"Comédia, Mistério, Crime"
Pânico no Lago 2,4.919,0 a 10,David Flores,"Terror, Ficção científica"
A 36ª Câmara de Shaolin,7.482,0 a 10,Lau Kar-leung,"Ação, Aventura"
Conclave,0.0,0 a 10,Edward Berger,"Drama, Thriller, Mistério"
Última Viagem a Vegas,6.4,0 a 10,Jon Turteltaub,Comédia
JFK: A Pergunta Que Não Quer Calar,7.6,0 a 10,Oliver Stone,"Drama, Thriller, História"
A Volta dos Mortos Vivos 3,6.558,0 a 10,Brian Yuzna,"Ficção científica, Romance, Terror"
Cubo: A Caixa do Medo,5.4,0 a 10,Yasuhiko Shimizu,"Thriller, Mistério, Ficção científica"
Boneco de Neve,5.212,0 a 10,Tomas Alfredson,"Crime, Thriller"
O Atirador: Fantasma,6.327,0 a 10,Don Michael Paul,"Ação, Drama, Guerra"
Bubble,7.362,0 a 10,Tetsuro Araki,"Animação, Aventura, Ficção científica, Fantasia"
Os Feiticeiros de Waverly Place: O Filme,6.644,0 a 10,Lev L. Spiro,"Família, Cinema TV, Aventura, Comédia, Drama, Fantasia, Ação"
BIHTER: A FORBIDDEN PASSION,5.0,0 a 10,Mehmet Binay,"Drama, Romance"
Dragões em Dose Dupla,6.74,0 a 10,Ringo Lam,"Comédia, Ação"
O Cremador,7.7,0 a 10,Juraj Herz,"Comédia, Terror, Drama"
Um Certo Capitão Lockhart,7.154,0 a 10,Anthony Mann,"Drama, Faroeste"
Peter Pan's Neverland Nightmare,0.0,0 a 10,Scott Chambers,"Terror, Aventura, Fantasia"
Punhos da Vingança,6.9,0 a 10,Li Dong-Hao,Ação
Um Espião Animal,7.589,0 a 10,Nick Bruno,"Animação, Ação, Aventura, Comédia, Família"
"George, o Curioso",6.4,0 a 10,Matthew O'Callaghan,"Aventura, Animação, Comédia, Família"
"Primavera, Verão, Outono, Inverno e... Primavera",7.815,0 a 10,Kim Ki-duk,Drama
A História do Mundo: Parte I,6.8,0 a 10,Mel Brooks,Comédia
O Mistério de Candyman,6.612,0 a 10,Bernard Rose,"Drama, Terror, Thriller"
Jovem Aloucada,6.308,0 a 10,Marialy Rivas,"Comédia, Drama"
Patrulha Canina: Super Filhotes,7.5,0 a 10,Charles E. Bastien,"Aventura, Animação, Família, Ação"
Turbo: Power Rangers 2,5.7,0 a 10,Shuki Levy,"Ação, Aventura, Família, Fantasia, Ficção científica"
Chamas da Vingança,6.306,0 a 10,Mark L. Lester,"Terror, Thriller, Ficção científica"
Dentro da Casa,7.258,0 a 10,François Ozon,"Comédia, Drama, Mistério, Thriller"
Fantasia 2000,6.98,0 a 10,James Algar,"Animação, Família, Música"
Calladita,5.889,0 a 10,Miguel Faus,"Drama, Comédia"
O Templo do Dragão,5.807,0 a 10,Lo Wei,Ação
Spencer,6.823,0 a 10,Pablo Larraín,"Drama, História"
O Especialista,5.878,0 a 10,Luis Llosa,"Ação, Thriller"
Sly,7.255,0 a 10,Thom Zimny,Documentário
O Homem Bicentenário,7.251,0 a 10,Chris Columbus,"Ficção científica, Drama"
Sala de Espionagem,6.3,0 a 10,Matt Eskandari,"Ação, Crime"
名探偵コナン ベイカー街（ストリート）の亡霊,7.7,0 a 10,Kenji Kodama,"Animação, Aventura, Mistério"
Elfy: O Duende que Caiu do Céu,6.337,0 a 10,Brian Cosgrove,"Animação, Família, Fantasia"
Bite the Bullet,6.3,0 a 10,Richard Brooks,"Ação, Faroeste, Aventura"
R.A.D.A.R.: The Adventures of the Bionic Dog,7.25,0 a 10,Scott Vandiver,"Família, Ficção científica, Comédia, Aventura"
O Ursinho Pooh,6.895,0 a 10,Stephen J. Anderson,"Animação, Família, Comédia, Aventura"
O Senhor das Moscas,6.346,0 a 10,Harry Hook,"Aventura, Drama, Thriller"
No Portal da Eternidade,6.951,0 a 10,Julian Schnabel,Drama
Sabrina,6.173,0 a 10,Sydney Pollack,"Comédia, Romance"
Destino Insólito,4.8,0 a 10,Guy Ritchie,"Comédia, Romance"
Le Fil,6.833,0 a 10,Daniel Auteuil,"Drama, Crime"
Downton Abbey,7.147,0 a 10,Michael Engler,"Drama, Romance, História"
Estrada para Perdição,7.4,0 a 10,Sam Mendes,"Crime, Drama, Thriller"
O Diário de uma Virgem,5.765,0 a 10,Maggie Carey,"Comédia, Romance"
Van Helsing: Missão Londres,6.173,0 a 10,Sharon Bridgeman,"Ação, Animação, Fantasia, Terror"
Kahalili,5.5,0 a 10,Bobby Bonifacio,Drama
Duro Aprendizado,6.339,0 a 10,John Singleton,"Drama, Crime"
O Pacto dos Lobos,6.723,0 a 10,Christophe Gans,"Aventura, Terror, Ação, História"
O Gabinete do Dr. Caligari,7.929,0 a 10,Robert Wiene,"Drama, Terror, Thriller, Crime"
The Life of Chuck,0.0,0 a 10,Mike Flanagan,"Drama, Fantasia, Ficção científica"
名探偵コナン 迷宮の十字路,7.1,0 a 10,Kenji Kodama,"Animação, Mistério, Aventura"
Liga da Justiça: Deuses e Monstros,7.113,0 a 10,Sam Liu,"Ação, Animação, Fantasia"
Dreamgirls: Em Busca de um Sonho,6.749,0 a 10,Bill Condon,"Drama, Música"
Contagem Regressiva para a Eternidade,10.0,0 a 10,Diretor não encontrado,Documentário
Leroy & Stitch,6.553,0 a 10,Bobs Gannaway,"Animação, Comédia, Família, Cinema TV"
Demolição,6.8,0 a 10,Jean-Marc Vallée,"Comédia, Drama"
Desejo de Matar 2,6.256,0 a 10,Michael Winner,"Ação, Crime, Drama"
My Little Pony: O Filme,7.2,0 a 10,Jayson Thiessen,"Família, Animação, Aventura, Fantasia"
A Incrível Jornada,6.955,0 a 10,Duwayne Dunham,"Aventura, Comédia, Família"
As Aventuras de Sammy,5.997,0 a 10,Ben Stassen,"Animação, Família"
Caso 39,6.309,0 a 10,Christian Alvart,"Terror, Mistério, Thriller"
Herança Roubada,6.236,0 a 10,Elle-Márjá Eira,"Drama, Crime"
Na Idade da Inocência,7.129,0 a 10,François Truffaut,"Comédia, Drama"
Dois Caras Legais,7.118,0 a 10,Shane Black,"Comédia, Crime, Ação"
Fuga Para A Liberdade,7.659,0 a 10,Taika Waititi,"Aventura, Comédia, Drama"
Dormindo com o Inimigo,6.5,0 a 10,Joseph Ruben,"Drama, Crime, Thriller"
One Piece Filme 04: Aventura Mortal!,7.1,0 a 10,Konosuke Uda,"Ação, Animação, Aventura"
Samurai X 3: O Fim de Uma Lenda,7.705,0 a 10,Keishi Otomo,"Ação, Aventura, Fantasia"
半妖乳娘,6.4,0 a 10,Hsia Tsu-hui,Drama
Filhos do Silêncio,6.9,0 a 10,Randa Haines,"Drama, Romance"
Tinha Que Ser Você,6.286,0 a 10,Joel Hopkins,"Drama, Romance"
Company: A Musical Comedy,7.4,0 a 10,John Doyle,"Comédia, Drama, Romance"
Das Jesus Video,6.9,0 a 10,Sebastian Niemann,"Aventura, Ficção científica, Fantasia, Thriller"
Onde Começa o Inferno,7.824,0 a 10,Howard Hawks,Faroeste
Os Assassinos,7.3,0 a 10,Robert Siodmak,"Crime, Mistério, Thriller"
Encurralado,7.428,0 a 10,Steven Spielberg,"Ação, Thriller, Cinema TV"
Vem Dançar Comigo,6.6,0 a 10,Baz Luhrmann,"Comédia, Drama, Romance"
The Inbetweeners: O Filme,6.195,0 a 10,Ben Palmer,Comédia
Beleza Negra,6.739,0 a 10,Caroline Thompson,"Família, Aventura, Drama"
O Milagre Veio do Espaço,6.63,0 a 10,Matthew Robbins,"Família, Comédia, Fantasia, Ficção científica"
Re:ZERO -Starting Life in Another World- Laços Congelados,7.4,0 a 10,Masaharu Watanabe,"Animação, Drama, Thriller, Fantasia"
Insônia,6.943,0 a 10,Christopher Nolan,"Crime, Thriller"
Dogman,7.537,0 a 10,Matteo Garrone,"Crime, Drama, Thriller"
Imitação da Vida,7.434,0 a 10,Douglas Sirk,"Drama, Romance"
O Tiro Que Não Saiu Pela Culatra,6.682,0 a 10,Ron Howard,"Comédia, Drama"
O Conde de Monte Cristo,6.691,0 a 10,David Greene,"Aventura, Ação, Drama, História, Cinema TV"
P.S. 걸,5.2,0 a 10,Won Seok-ho,"Romance, Thriller"
Até que a Fuga os Separe,6.662,0 a 10,Ted Demme,"Comédia, Crime"
默杀,8.5,0 a 10,Boon-lip Quah,"Crime, Thriller"
Mallari,7.0,0 a 10,Derick Cabrido,"Terror, Mistério, Thriller"
"Pokémon, o Filme: Segredos da Selva",7.2,0 a 10,Tetsuo Yajima,"Animação, Aventura, Família, Fantasia"
妖女伝説セイレーンXXX～魔性の悦楽～,5.5,0 a 10,Shintarô Ashizuka,"Thriller, Drama"
One Punch Man,0.0,0 a 10,Justin Lin,"Ação, Aventura, Fantasia"
Justiça em Família,6.645,0 a 10,Brian Andrew Mendoza,"Ação, Thriller, Drama"
Gato Galáctico e o Feitiço do Tempo,7.083,0 a 10,Rodrigo Zanforlin,Aventura
Campo do Medo,5.543,0 a 10,Vincenzo Natali,"Terror, Drama, Thriller"
Night of the Hunted,6.1,0 a 10,Franck Khalfoun,"Terror, Mistério, Thriller"
Sixteen,0.0,0 a 10,Rachel Flynn,Drama
Mal Posso Esperar,6.241,0 a 10,Deborah Kaplan,"Comédia, Romance"
Últimos Dias,5.54,0 a 10,Gus Van Sant,Drama
No Calor da Noite,7.634,0 a 10,Norman Jewison,"Crime, Drama, Mistério, Thriller"
Matador em Conflito,6.9,0 a 10,George Armitage,"Ação, Comédia, Thriller, Romance"
Carrie: A Estranha,6.057,0 a 10,David Carson,"Terror, Drama, Cinema TV"
Sanam Teri Kasam,7.906,0 a 10,Radhika Rao,"Drama, Romance"
Crime Sem Saída,6.779,0 a 10,Brian Kirk,"Crime, Ação, Drama"
Tracers: Nos Limites,6.0,0 a 10,Daniel Benmayor,Ação
O Paradoxo Cloverfield,5.616,0 a 10,Julius Onah,"Terror, Ficção científica, Thriller"
Amor Entre Vampiros,5.6,0 a 10,Harvey Glazer,"Comédia, Terror, Romance, Thriller, Crime, Ação"
옆집 소녀 4,10.0,0 a 10,Won Myeong-jun,Romance
Posto de Combate,6.898,0 a 10,Rod Lurie,"Guerra, Drama, História, Ação"
Vingança Fatal,6.306,0 a 10,Ernie Barbarash,"Aventura, Ação"
Erreplika,0.0,0 a 10,Pello Gutiérrez,Documentário
Dirty Ice Cream,3.0,0 a 10,Mervyn Brondial,Drama
서울의 봄,7.558,0 a 10,Kim Sung-soo,"Drama, História, Thriller, Guerra, Crime"
Police Story 3: Supercop,6.8,0 a 10,Stanley Tong,"Ação, Crime, Thriller"
Rascal Does Not Dream of a Dreaming Girl,8.232,0 a 10,Souichi Masui,"Animação, Romance, Drama, Fantasia"
Paupahan,3.2,0 a 10,Louie Ignacio,Drama
Aviões 2: Heróis do Fogo ao Resgate,6.189,0 a 10,Bobs Gannaway,"Animação, Comédia, Aventura, Família"
Uma Festa de Arromba,6.375,0 a 10,Reginald Hudlin,Comédia
A Filha da Minha Mulher,6.662,0 a 10,Bertrand Blier,"Drama, Romance"
Olympians at Heart,8.0,0 a 10,Amy Force,Família
Cérémonie d'ouverture des Jeux Paralympiques de Paris 2024,7.7,0 a 10,Simon Staffurth,Documentário
Tudo Acontece em Elizabethtown,6.19,0 a 10,Cameron Crowe,"Comédia, Drama, Romance"
Quero Ficar Com Polly,6.011,0 a 10,John Hamburg,"Comédia, Romance"
O Padrasto,5.827,0 a 10,Nelson McCormick,"Terror, Thriller"
O Tesouro da Montanha Nebulosa,6.098,0 a 10,Paul Briganti,"Comédia, Aventura"
Gamer: Jogo Mortal,5.712,0 a 10,Mark Neveldine,"Ação, Thriller, Ficção científica"
Phineas e Ferb: O Filme: Através da 2ª Dimensão,7.066,0 a 10,Robert Hughes,"Animação, Comédia, Família, Cinema TV, Ficção científica, Aventura, Ação"
O Lado Bom da Vida,7.139,0 a 10,David O. Russell,"Drama, Comédia, Romance"
Vingança,6.6,0 a 10,Johnnie To,"Thriller, Ação, Crime"
O Corcel Negro,7.062,0 a 10,Carroll Ballard,"Família, Aventura"
Vampiros de Almas,7.47,0 a 10,Don Siegel,"Ficção científica, Terror, Thriller"
Yesterday,6.699,0 a 10,Danny Boyle,"Comédia, Fantasia, Música, Romance"
Exterminador: Cavaleiros e Dragões,6.96,0 a 10,Sung Jin Ahn,"Animação, Ação, Aventura, Ficção científica"
Psicopata Americano 2,4.5,0 a 10,Morgan J. Freeman,"Terror, Thriller"
A Vida Eletrizante de Louis Wain,6.922,0 a 10,Will Sharpe,"Drama, História, Comédia"
Caçado,6.186,0 a 10,William Friedkin,"Drama, Ação, Thriller, Crime"
Legalmente Loiras,5.68,0 a 10,Savage Steve Holland,Comédia
O Fabuloso Doutor Dolittle,6.101,0 a 10,Richard Fleischer,"Música, Família, Comédia, Fantasia"
Um Conto Fatal,5.231,0 a 10,Tyler MacIntyre,"Terror, Comédia"
STAND BY ME Doraemon 2,7.641,0 a 10,Ryuichi Yagi,"Animação, Família, Ficção científica, Aventura"
O Mercador de Veneza,6.775,0 a 10,Michael Radford,"Drama, Romance"
Farinelli,6.6,0 a 10,Gérard Corbiau,"História, Drama, Música"
O Rei dos Reis,7.1,0 a 10,Nicholas Ray,"Drama, História"
Fahrenheit 9/11,7.2,0 a 10,Michael Moore,Documentário
A Raposa do Mar,7.0,0 a 10,Dick Powell,Guerra
Mundo em Caos,6.59,0 a 10,Doug Liman,"Fantasia, Ficção científica, Aventura"
71: Esquecido em Belfast,6.795,0 a 10,Yann Demange,"Thriller, Ação, Drama, Guerra"
マイマザーズアイズ,6.2,0 a 10,Takeshi Kushida,"Terror, Thriller"
Dogma,6.92,0 a 10,Kevin Smith,"Fantasia, Comédia, Aventura"
One Piece:  A Princesa do Deserto e os Piratas,6.906,0 a 10,Takahiro Imamura,"Ação, Aventura, Comédia, Drama, Animação"
驚變,6.125,0 a 10,Herman Yau,"Crime, Drama, Romance"
UFO Sweden,5.965,0 a 10,Victor Danell,"Ficção científica, Aventura"
O Grande Assalto,5.39,0 a 10,Dito Montiel,"Ação, Drama"
Os Visitantes,7.1,0 a 10,Jean-Marie Poiré,"Fantasia, Comédia"
プロメア ガロ編,7.4,0 a 10,Hiroyuki Imaishi,"Ação, Animação, Ficção científica"
